lat,lon
39.80836,-76.16596
-25.24979,131.00862
66.07374,-162.71396
45.90236,-112.65672
45.90236,-112.65672
34.00043,-81.00009
34.00043,-81.00009
65.17194,-152.07889
-42.45658,171.22081
60.41667,-151.25056
41.70611,-4.85194
34.00043,-81.00009
34.00043,-81.00009
39.80836,-76.16596
23.75,54.5
41.70611,-4.85194
39.29038,-76.61219
39.78439,-99.90348
47.25,9.25
45.90236,-112.65672
31.25044,-99.25061
-25.24979,131.00862
60.41667,-151.25056
45.90236,-112.65672
39.80836,-76.16596
47.60621,-122.33207
34.00043,-81.00009
62.15472,-145.45639
34.00043,-81.00009
34.00043,-81.00009
60.41667,-151.25056
34.00043,-81.00009
60.41667,-151.25056
60.41667,-151.25056
34.00043,-81.00009
34.00043,-81.00009
34.00043,-81.00009
61.57833,-159.52222
70.13472,-143.58111
34.00043,-81.00009
63.87306,-160.78806
34.00043,-81.00009
39.80836,-76.16596
39.80836,-76.16596
27.37265,94.27949
34.22573,-77.94471
60.10867,-113.64258
17.65667,121.73333
41.70611,-4.85194
40.84838,-75.29171
34.00043,-81.00009
19.18095,-96.1429
41.70611,-4.85194
22.5,-100.5
34.00043,-81.00009
34.00043,-81.00009
-42.45658,171.22081
45.16639,-76.22417
41.70611,-4.85194
43.0389,-87.90647
28.75054,-82.5001
67.57111,-162.96528
70.63694,-160.03833
22.5,-100.5
-42,174
64.83778,-147.71639
34.00043,-81.00009
54.75844,-2.69531
-42.45658,171.22081
34.00043,-81.00009
34.00043,-81.00009
45.90236,-112.65672
34.00043,-81.00009
39.80836,-76.16596
39.80836,-76.16596
39.25021,-116.75119
39.25021,-116.75119
22.5,-100.5
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
39.46883,-74.63373
39.25021,-116.75119
18.24829,-66.49989
39.25021,-116.75119
44.00013,-120.50139
39.25021,-116.75119
-42,174
18.24829,-66.49989
39.25021,-116.75119
45.50032,-69.24977
39.25021,-116.75119
35.49209,-97.50328
32.75041,-89.75036
39.25021,-116.75119
42.36565,-71.10832
39.25021,-116.75119
39.25021,-116.75119
24,88
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
31.25044,-99.25061
18.24829,-66.49989
39.25021,-116.75119
39.25021,-116.75119
32.75041,-89.75036
39.25021,-116.75119
39.25021,-116.75119
46.50011,-62.99868
39.25021,-116.75119
39.25021,-116.75119
-9.59222,124.77556
31.25044,-99.25061
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
42.00027,-93.50049
39.25021,-116.75119
30.43826,-84.28073
39.25021,-116.75119
35.75035,-86.25027
64.00028,-150.00028
22.5,-100.5
34.00043,-81.00009
32.75041,-89.75036
39.25021,-116.75119
43.00024,-107.5009
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
-42,174
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
40.00032,-86.25027
39.25021,-116.75119
39.25021,-116.75119
32.75041,-89.75036
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
46.55128,-123.77886
-29.03333,167.95
60.10867,-113.64258
-14.23377,-169.47767
14.79654,120.27669
38.06716,-117.23008
38.34982,-81.63262
40.4165,-3.70256
14.79654,120.27669
37.25022,-119.75126
22.5,-100.5
14.79654,120.27669
46.55128,-123.77886
38.44938,140.92624
38.34982,-81.63262
-29.03333,167.95
46.55128,-123.77886
37.25022,-119.75126
37.25022,-119.75126
40.4165,-3.70256
38.34982,-81.63262
46.55128,-123.77886
38.34982,-81.63262
14.79654,120.27669
14.79654,120.27669
14.79654,120.27669
44.00013,-120.50139
14.79654,120.27669
23,-102
44.00013,-120.50139
44.00013,-120.50139
39.43362,-123.43155
44.00013,-120.50139
44.00013,-120.50139
18.5,-64.5
14.79654,120.27669
38.34982,-81.63262
14.79654,120.27669
45.90236,-112.65672
45.90236,-112.65672
45.90236,-112.65672
18.5,-64.5
22.5,-100.5
18.5,-64.5
18.5,-64.5
18.5,-64.5
18.5,-64.5
18.5,-64.5
18.5,-64.5
18.5,-64.5
18.5,-64.5
18.5,-64.5
18.5,-64.5
18.5,-64.5
18.5,-64.5
18.5,-64.5
18.5,-64.5
18.5,-64.5
18.5,-64.5
18.5,-64.5
41.70206,13.79637
18.5,-64.5
18.5,-64.5
18.5,-64.5
18.5,-64.5
18.5,-64.5
18.5,-64.5
18.5,-64.5
7,21
44.00013,-120.50139
-14.23377,-169.47767
7,21
7,21
7,21
7,21
7,21
7,21
46.55128,-123.77886
-42.45658,171.22081
7,21
46.55128,-123.77886
7,21
7,21
7,21
-14.23377,-169.47767
7,21
46.55128,-123.77886
7,21
7,21
7,21
46.55128,-123.77886
-16,167
-42.45658,171.22081
7,21
-14.23377,-169.47767
38.44938,140.92624
7,21
7,21
7,21
7,21
-14.60485,-57.65625
7,21
7,21
7,21
-42.45658,171.22081
7,21
7,21
7,21
7,21
7,21
7,21
-42.45658,171.22081
7,21
7,21
7,21
46.55128,-123.77886
46.55128,-123.77886
7,21
7,21
46.55128,-123.77886
7,21
7,21
7,21
-42.45658,171.22081
7,21
-42.45658,171.22081
46.55128,-123.77886
46.55128,-123.77886
-14.23377,-169.47767
44.00013,-120.50139
7,21
7,21
7,21
-14.23377,-169.47767
-14.60485,-57.65625
7,21
38.44938,140.92624
46.55128,-123.77886
7,21
7,21
44.00013,-120.50139
7,21
7,21
36.17497,-115.13722
22.5,-100.5
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
47.25288,-122.44429
36.17497,-115.13722
36.17497,-115.13722
45.90236,-112.65672
22.5,-100.5
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
43.20791,-98.58789
14.79654,120.27669
45.90236,-112.65672
14.79654,120.27669
36.17497,-115.13722
14.79654,120.27669
42.59509,-71.01616
36.17497,-115.13722
14.79654,120.27669
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
22.5,-100.5
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
14.79654,120.27669
36.17497,-115.13722
36.17497,-115.13722
14.79654,120.27669
36.17497,-115.13722
14.79654,120.27669
22.5,-100.5
36.17497,-115.13722
14.79654,120.27669
14.79654,120.27669
36.17497,-115.13722
36.17497,-115.13722
14.79654,120.27669
36.17497,-115.13722
10,32.7
14.79654,120.27669
36.17497,-115.13722
22.5,-100.5
36.17497,-115.13722
14.79654,120.27669
36.17497,-115.13722
18.13333,-76.53333
36.17497,-115.13722
22.5,-100.5
38.68073,-79.35089
14.79654,120.27669
36.17497,-115.13722
47.25288,-122.44429
14.79654,120.27669
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
22.5,-100.5
22.5,-100.5
36.17497,-115.13722
36.17497,-115.13722
22.5,-100.5
36.17497,-115.13722
22.5,-100.5
36.17497,-115.13722
14.79654,120.27669
36.17497,-115.13722
14.79654,120.27669
36.17497,-115.13722
36.17497,-115.13722
14.79654,120.27669
14.79654,120.27669
36.17497,-115.13722
14.79654,120.27669
36.17497,-115.13722
14.79654,120.27669
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
14.79654,120.27669
22.5,-100.5
-2.5,23.5
36.17497,-115.13722
36.17497,-115.13722
31.34282,-85.71538
44.25,17.83333
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
36.17497,-115.13722
14.79654,120.27669
39.29038,-76.61219
14.79654,120.27669
23,-102
31.25044,-99.25061
31.25044,-99.25061
31.25044,-99.25061
14.79654,120.27669
31.25044,-99.25061
31.25044,-99.25061
31.25044,-99.25061
44.03459,-94.06703
31.25044,-99.25061
31.25044,-99.25061
40.00032,-89.25037
31.25044,-99.25061
31.25044,-99.25061
31.25044,-99.25061
31.25044,-99.25061
31.25044,-99.25061
37.3259,128.1847
31.25044,-99.25061
31.25044,-99.25061
-42,174
31.25044,-99.25061
44.03459,-94.06703
44.03459,-94.06703
14.79654,120.27669
31.25044,-99.25061
-42,174
14.79654,120.27669
31.25044,-99.25061
14.79654,120.27669
44.03459,-94.06703
44.03459,-94.06703
31.25044,-99.25061
31.25044,-99.25061
43.3774,-93.26085
31.25044,-99.25061
31.25044,-99.25061
31.25044,-99.25061
31.25044,-99.25061
44.03459,-94.06703
31.25044,-99.25061
31.25044,-99.25061
31.25044,-99.25061
31.25044,-99.25061
31.25044,-99.25061
31.25044,-99.25061
54.75844,-2.69531
44.03459,-94.06703
32.73901,-108.38225
31.25044,-99.25061
31.25044,-99.25061
31.25044,-99.25061
22.25,114.16667
31.25044,-99.25061
44.03459,-94.06703
31.25044,-99.25061
31.25044,-99.25061
31.25044,-99.25061
31.25044,-99.25061
31.25044,-99.25061
31.25044,-99.25061
31.25044,-99.25061
31.25044,-99.25061
14.79654,120.27669
43.3774,-93.26085
31.25044,-99.25061
31.25044,-99.25061
31.25044,-99.25061
47.32648,-96.45528
31.25044,-99.25061
23,-102
31.25044,-99.25061
44.03459,-94.06703
31.25044,-99.25061
44.03459,-94.06703
31.25044,-99.25061
14.79654,120.27669
31.25044,-99.25061
31.25044,-99.25061
-42.45658,171.22081
14.79654,120.27669
-42.45658,171.22081
31.25044,-99.25061
31.25044,-99.25061
47.25,9.25
31.25044,-99.25061
31.25044,-99.25061
44.00013,-120.50139
22.5,-100.5
31.25044,-99.25061
39.25021,-116.75119
41.70611,-4.85194
64.52399,-146.9021
47.25,9.25
22.5,-100.5
-25.24979,131.00862
22.5,-100.5
45.07608,-93.33273
22.5,-100.5
18.13333,-76.53333
47.25,9.25
45.07608,-93.33273
47.25,9.25
38.34982,-81.63262
38.34982,-81.63262
38.34982,-81.63262
55.79583,-133.1175
47.25,9.25
45.07608,-93.33273
47.25,9.25
22.5,-100.5
45.07608,-93.33273
38.34982,-81.63262
22.5,-100.5
38.34982,-81.63262
45.07608,-93.33273
45.07608,-93.33273
14.79654,120.27669
38.34982,-81.63262
-12.23333,44.44553
45.07608,-93.33273
45.07608,-93.33273
-42.45658,171.22081
47.50027,-100.00068
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
43.87611,5.39639
39.25021,-116.75119
34.00043,-81.00009
22.5,-100.5
14.79654,120.27669
34.00043,-81.00009
39.25021,-116.75119
39.25021,-116.75119
-42.45658,171.22081
34.00043,-81.00009
39.25021,-116.75119
39.25021,-116.75119
44.25,17.83333
14.79654,120.27669
14.79654,120.27669
34.00043,-81.00009
34.00043,-81.00009
14.79654,120.27669
39.25021,-116.75119
39.04833,-95.67804
39.25021,-116.75119
34.00043,-81.00009
45.90236,-112.65672
39.25021,-116.75119
39.25021,-116.75119
34.00043,-81.00009
40.73768,-93.78628
34.00043,-81.00009
34.00043,-81.00009
34.00043,-81.00009
34.00043,-81.00009
34.00043,-81.00009
34.00043,-81.00009
45.90236,-112.65672
39.25021,-116.75119
34.00043,-81.00009
39.25021,-116.75119
34.00043,-81.00009
39.25021,-116.75119
34.00043,-81.00009
39.25021,-116.75119
39.25021,-116.75119
34.00043,-81.00009
39.25021,-116.75119
45.90236,-112.65672
44.25708,5.76121
39.25021,-116.75119
39.25021,-116.75119
45.90236,-112.65672
39.25021,-116.75119
39.25021,-116.75119
34.00043,-81.00009
39.25021,-116.75119
34.00043,-81.00009
39.25021,-116.75119
31.86917,-102.03162
39.25021,-116.75119
39.25021,-116.75119
31.86917,-102.03162
39.25021,-116.75119
45.90236,-112.65672
37.97476,-87.55585
39.25021,-116.75119
39.25021,-116.75119
34.00043,-81.00009
34.00043,-81.00009
34.00043,-81.00009
14.79654,120.27669
39.25021,-116.75119
34.00043,-81.00009
22.5,-100.5
34.00043,-81.00009
39.25021,-116.75119
34.00043,-81.00009
34.00043,-81.00009
39.25021,-116.75119
34.00043,-81.00009
39.25021,-116.75119
39.25021,-116.75119
-42.45658,171.22081
34.00043,-81.00009
10,32.7
39.25021,-116.75119
39.25021,-116.75119
54.15,9.95
34.00043,-81.00009
39.25021,-116.75119
39.25021,-116.75119
34.00043,-81.00009
-42.45658,171.22081
39.25021,-116.75119
39.25021,-116.75119
18.42693,-64.62079
34.00043,-81.00009
39.25021,-116.75119
34.00043,-81.00009
39.25021,-116.75119
39.25021,-116.75119
34.00043,-81.00009
34.00043,-81.00009
39.25021,-116.75119
34.00043,-81.00009
34.00043,-81.00009
39.25021,-116.75119
39.25021,-116.75119
-42.45658,171.22081
44.25,17.83333
45.90236,-112.65672
34.00043,-81.00009
39.25021,-116.75119
39.25021,-116.75119
34.00043,-81.00009
39.25021,-116.75119
39.25021,-116.75119
39.25021,-116.75119
39.46883,-74.63373
24,88
34.00043,-81.00009
24,88
44.50026,-100.25069
34.00043,-81.00009
39.25021,-116.75119
34.00043,-81.00009
34.00043,-81.00009
39.25021,-116.75119
-21.29476,-65.2984
51.13867,8.11458
34.00043,-81.00009
34.00043,-81.00009
39.25021,-116.75119
39.25021,-116.75119
23.75,54.5
34.00043,-81.00009
39.25021,-116.75119
-42.45658,171.22081
34.00043,-81.00009
34.00043,-81.00009
39.25021,-116.75119
27.37265,94.27949
33.85844,-84.3402
34.00043,-81.00009
34.00043,-81.00009
34.00043,-81.00009
39.25021,-116.75119
34.00043,-81.00009
39.25021,-116.75119
34.00043,-81.00009
39.25021,-116.75119
34.00043,-81.00009
39.80836,-76.16596
46.18399,-122.91715
34.00043,-81.00009
39.25021,-116.75119
34.00043,-81.00009
39.80836,-76.16596
34.00043,-81.00009
34.00043,-81.00009
35.86937,-106.30729
-42.45658,171.22081
34.00043,-81.00009
34.00043,-81.00009
39.25021,-116.75119
-5.11306,105.30667
34.00043,-81.00009
34.00043,-81.00009
39.80836,-76.16596
39.25021,-116.75119
39.80836,-76.16596
39.25021,-116.75119
34.00043,-81.00009
13.47861,144.81834
39.25021,-116.75119
39.25021,-116.75119
54.15,9.95
45.90236,-112.65672
-42.45658,171.22081
-42.45658,171.22081
39.25021,-116.75119
39.25021,-116.75119
34.00043,-81.00009
39.25021,-116.75119
38.50029,-98.50063
34.00043,-81.00009
45.90236,-112.65672
39.25021,-116.75119
39.25021,-116.75119
34.00043,-81.00009
45.90236,-112.65672
-42,174
34.00043,-81.00009
34.00043,-81.00009
39.25021,-116.75119
39.25021,-116.75119
42.47926,-71.15228
34.00043,-81.00009
34.00043,-81.00009
34.00043,-81.00009
39.25021,-116.75119
45.90236,-112.65672
