0	1	2
06291	268	0.6326530612244898
06291	269	0.3472222222222222
06291	270	0.4
06291	271	0.8
06291	272	1.0
06291	273	1.0
06291	274	1.0
06291	275	0.125
06291	276	1.0
06291	277	7.25
06291	278	0.4807692307692308
06291	279	1.096774193548387
06291	280	17.75
06291	281	1.1111111111111112
06291	282	0.43333333333333335
06291	283	7.2
06291	284	0.6944444444444444
06291	285	0.1837837837837838
06291	286	5.8
06291	287	1.565217391304348
06291	288	21.2
06291	289	6.4
06291	290	5.8
06291	291	0.7317073170731707
06291	292	0.2777777777777778
06291	293	43.0
06291	294	0.296398891966759
06291	295	4.63849765258216
06291	296	1.5416666666666667
06291	297	1.0
06291	298	1.0
06291	299	1.0
06291	300	0.6283783783783784
06291	301	0.3448275862068966
06291	302	0.4
06291	303	0.8
06291	304	1.0
06291	305	1.0
06291	306	1.0
06291	307	0.125
06291	308	1.0
06291	309	7.25
06291	310	0.43859649122807015
06291	311	1.096774193548387
06291	312	17.75
06291	313	1.0740740740740742
06291	314	0.43333333333333335
06291	315	7.2
06291	316	0.6944444444444444
06291	317	0.28095238095238095
06291	318	5.8
06291	319	1.565217391304348
06291	320	23.6
06291	321	6.4
06291	322	5.8
06291	323	0.7317073170731707
06291	324	0.2777777777777778
06291	325	4.858757062146893
06291	326	149.0
06291	327	122.0
06291	328	86.4
06291	329	0.8309859154929577
06291	330	1.5416666666666667
06291	331	1.0
06291	332	1.0
06291	333	1.0
06291	334	0.5375722543352601
06291	335	0.29411764705882354
06291	336	0.4392523364485981
06291	337	0.8
06291	338	1.0
06291	339	1.0
06291	340	0.09090909090909091
06291	341	1.0
06291	342	0.12195121951219512
06291	343	0.11904761904761904
06291	344	0.6
06291	345	1.0
06291	346	1.8
06291	347	2.25
06291	348	0.375
06291	349	0.09615384615384616
06291	350	0.08620689655172414
06291	351	0.022058823529411766
06291	352	0.06666666666666667
06291	353	3.7142857142857144
06291	354	0.08414239482200647
06291	355	1.0
06291	356	1.0
06291	357	1.0
06291	358	0.08947368421052632
06291	359	2.2222222222222223
06291	360	1.0
06291	361	0.6
06291	362	0.2
06291	363	0.2
06291	364	3.0
06291	365	0.13793103448275862
06291	366	0.10204081632653061
06291	367	0.06382978723404255
06291	368	0.08333333333333333
06291	369	0.18518518518518517
06291	370	0.15384615384615385
06291	371	0.06428571428571428
06291	372	0.08391608391608392
06291	373	0.1761006289308176
06291	374	0.12162162162162163
06291	375	0.10273972602739725
06291	376	0.057971014492753624
06291	377	0.11486486486486487
06291	378	0.043795620437956206
06291	379	0.17197452229299362
06291	380	0.12666666666666668
06291	381	0.16129032258064516
06291	382	0.05755395683453238
06291	383	0.13245033112582782
06291	384	0.24260355029585798
06291	385	0.28
06291	386	0.7391304347826086
06291	387	0.7727272727272727
06291	388	2.0952380952380953
06291	389	1.0
06291	390	1.4901960784313726
06291	391	8.833333333333334
06291	392	4.25
06291	393	2.380952380952381
06291	394	1.0
06291	395	1.4313725490196079
06291	396	8.833333333333334
06291	397	4.25
06291	398	2.380952380952381
06291	399	1.0
06291	400	1.5098039215686274
06291	401	8.833333333333334
06291	402	4.25
06291	403	2.380952380952381
06291	404	1.0
06291	405	1.3529411764705883
06291	406	8.833333333333334
06291	407	4.25
06291	408	10.25
06291	409	3.4
06291	410	1.0
06291	411	1.0
06291	412	0.24
06291	413	1.0
06291	414	0.0684931506849315
06291	415	0.047619047619047616
06291	416	0.13821138211382114
06291	417	0.01639344262295082
06291	418	0.3333333333333333
06291	419	1.6363636363636365
06291	420	1.0
06291	421	0.10869565217391304
06291	422	4.818181818181818
06291	423	0.41379310344827586
06291	424	15.466666666666667
06291	425	1.0
06291	426	1.0
06291	427	1.0
06291	428	2.1666666666666665
06291	429	1.0
06291	430	0.8
06291	431	1.0
06291	432	0.2
06291	433	3.7142857142857144
06291	434	1.0
06291	435	1.0
06291	436	1.0
06291	437	13.142857142857142
06291	438	1.0
06291	439	1.0
06291	440	1.0
06291	441	8.857142857142858
06291	442	1.0
06291	443	1.0
06291	444	1.0
06291	445	8.857142857142858
06291	446	1.0
06291	447	1.0
06291	448	1.0
06291	449	8.571428571428571
06291	450	1.0
06291	451	1.0
06291	452	1.0
06291	453	8.714285714285714
06291	454	1.0
06291	455	1.0
06291	456	1.0
06291	457	21.666666666666668
06291	458	1.8
06291	459	0.2
06291	460	1.0625
06291	461	0.14285714285714285
06291	462	1.0
06291	463	0.2631578947368421
06291	464	0.2236842105263158
06291	465	0.23684210526315788
06291	466	0.23684210526315788
06291	467	0.2236842105263158
06291	468	0.25
06291	469	0.21052631578947367
06291	470	0.18421052631578946
06291	471	0.18421052631578946
06291	472	0.17105263157894737
06291	473	0.19736842105263158
06291	474	0.19736842105263158
06291	475	0.23684210526315788
06291	476	0.2236842105263158
06291	477	0.23684210526315788
06291	478	0.23684210526315788
06291	479	0.2236842105263158
06291	480	0.25
06291	481	0.21052631578947367
06291	482	0.18421052631578946
06291	483	0.18421052631578946
06291	484	0.17105263157894737
06291	485	0.19736842105263158
06291	486	0.19736842105263158
06291	487	0.23684210526315788
06291	488	0.2236842105263158
06291	489	0.23684210526315788
06291	490	0.23684210526315788
06291	491	0.2236842105263158
06291	492	0.25
06291	493	0.21052631578947367
06291	494	0.18421052631578946
06291	495	0.18421052631578946
06291	496	0.17105263157894737
06291	497	0.19736842105263158
06291	498	0.19736842105263158
06291	499	0.23684210526315788
06291	500	0.2236842105263158
06291	501	0.23684210526315788
06291	502	0.23684210526315788
06291	503	0.2236842105263158
06291	504	0.25
06291	505	0.21052631578947367
06291	506	0.18421052631578946
06291	507	0.18421052631578946
06291	508	0.17105263157894737
06291	509	0.19736842105263158
06291	510	0.19736842105263158
06291	511	0.23684210526315788
06291	512	0.2236842105263158
06291	513	0.23684210526315788
06291	514	0.23684210526315788
06291	515	0.2236842105263158
06291	516	0.25
06291	517	0.21052631578947367
06291	518	0.18421052631578946
06291	519	0.18421052631578946
06291	520	0.17105263157894737
06291	521	0.19736842105263158
06291	522	0.19736842105263158
06291	523	0.23684210526315788
06291	524	0.2236842105263158
06291	525	0.23684210526315788
06291	526	0.23684210526315788
06291	527	0.2236842105263158
06291	528	0.25
06291	529	0.21052631578947367
06291	530	0.18421052631578946
06291	531	0.18421052631578946
06291	532	0.17105263157894737
06291	533	0.19736842105263158
06291	534	0.19736842105263158
06291	535	0.23684210526315788
06291	536	0.2236842105263158
06291	537	0.23684210526315788
06291	538	0.23684210526315788
06291	539	0.2236842105263158
06291	540	0.25
06291	541	0.21052631578947367
06291	542	0.18421052631578946
06291	543	0.18421052631578946
06291	544	0.17105263157894737
06291	545	0.75
06291	546	1.0
06291	547	0.6
06291	548	0.4
06291	549	0.25
06291	550	0.25
06291	551	0.14285714285714285
06291	552	0.2
06291	553	0.125
06291	554	1.0
06291	555	0.1875
06291	556	0.05263157894736842
06291	557	0.3424657534246575
06291	558	1.6666666666666667
06291	559	0.375
06291	560	0.4225352112676056
06291	561	0.2361111111111111
06291	562	1.0
06291	563	0.6756756756756757
06291	564	0.75
06291	565	1.25
06291	566	0.2631578947368421
06291	567	6.714285714285714
06291	568	3.7142857142857144
06291	569	8.25
06291	570	1.5263157894736843
06291	571	1.5
06291	572	2.388888888888889
06291	573	1.5
06291	574	1.25
06291	575	1.0
06291	576	0.8
06291	577	0.6
06291	578	0.13333333333333333
06291	579	1.0
06291	580	1.0
06291	581	0.125
06291	582	0.010582010582010581
06291	583	0.16666666666666666
0EEFF	0	0.011235955056179775
0EEFF	1	0.2
0EEFF	2	0.4
0EEFF	3	1.9230769230769231
0EEFF	4	0.04225352112676056
0EEFF	5	0.06818181818181818
0EEFF	6	0.02631578947368421
0EEFF	7	0.02654867256637168
0EEFF	8	0.03636363636363636
0EEFF	9	0.047619047619047616
0EEFF	10	0.026785714285714284
0EEFF	11	1.0
0EEFF	12	0.007352941176470588
0EEFF	13	0.014492753623188406
0EEFF	14	1.0
0EEFF	15	0.02702702702702703
0EEFF	16	1.0
0EEFF	17	1.0
0EEFF	18	0.14285714285714285
0EEFF	19	1.0
0EEFF	20	0.06349206349206349
0EEFF	21	0.06557377049180328
0EEFF	22	0.09375
0EEFF	23	0.07894736842105263
0EEFF	24	0.08823529411764706
0EEFF	25	0.005555555555555556
0EEFF	26	0.011857707509881422
0EEFF	27	0.03614457831325301
0EEFF	28	1.0
0EEFF	29	0.04938271604938271
0EEFF	30	0.06779661016949153
0EEFF	31	1.0
0EEFF	32	1.0
0EEFF	33	0.0297029702970297
0EEFF	34	0.0547945205479452
0EEFF	35	0.1
0EEFF	36	0.3287671232876712
0EEFF	37	0.3013698630136986
0EEFF	38	0.375
0EEFF	39	0.037383177570093455
0EEFF	40	0.5666666666666667
0EEFF	41	1.0
0EEFF	42	1.0
0EEFF	43	1.0
0EEFF	44	1.0
0EEFF	45	1.0
0EEFF	46	1.0
0EEFF	47	1.0
0EEFF	48	2.125
0EEFF	49	1.0
0EEFF	50	0.045454545454545456
0EEFF	51	1.0
0EEFF	52	1.0
0EEFF	53	1.0
0EEFF	54	1.0
0EEFF	55	1.0
0EEFF	56	1.0
0EEFF	57	1.0
0EEFF	58	1.0
0EEFF	59	1.0
0EEFF	60	1.0
0EEFF	61	1.0
0EEFF	62	1.0
0EEFF	63	1.0
0EEFF	64	1.0
0EEFF	65	1.0
0EEFF	66	1.0
0EEFF	67	1.0
0EEFF	68	0.14285714285714285
0EEFF	69	0.005649717514124294
0EEFF	70	0.0036231884057971015
0EEFF	71	0.005813953488372093
0EEFF	72	0.03333333333333333
0EEFF	73	1.0
0EEFF	74	1.0
0EEFF	75	0.125
0EEFF	76	0.017241379310344827
0EEFF	77	0.015748031496062992
0EEFF	78	0.03333333333333333
0EEFF	79	1.0
0EEFF	80	1.0
0EEFF	81	1.0
0EEFF	82	0.125
0EEFF	83	0.011494252873563218
0EEFF	84	0.010526315789473684
0EEFF	85	0.015151515151515152
0EEFF	86	0.014705882352941176
0EEFF	87	0.009009009009009009
0EEFF	88	0.016129032258064516
0EEFF	89	0.02
0EEFF	90	0.11363636363636363
0EEFF	91	0.6052631578947368
0EEFF	92	0.6187050359712231
0EEFF	93	0.010309278350515464
0EEFF	94	0.03333333333333333
0EEFF	95	1.0
0EEFF	96	1.0
0EEFF	97	0.125
0EEFF	98	0.03333333333333333
0EEFF	99	1.0
0EEFF	100	1.0
0EEFF	101	1.0
0EEFF	102	0.125
0EEFF	103	0.40540540540540543
0EEFF	104	1.0
0EEFF	105	1.0
0EEFF	106	1.0
0EEFF	107	1.0
0EEFF	108	1.0
0EEFF	109	0.42857142857142855
0EEFF	110	0.3333333333333333
0EEFF	111	0.09523809523809523
0EEFF	112	0.1875
0EEFF	113	0.17391304347826086
0EEFF	114	1.0
0EEFF	115	0.16666666666666666
0EEFF	116	1.064516129032258
0EEFF	117	0.5522388059701493
0EEFF	118	1.0
0EEFF	119	6.6
0EEFF	120	1.434782608695652
0EEFF	121	0.5
0EEFF	122	0.6666666666666666
0EEFF	123	1.1333333333333333
0EEFF	124	0.6
0EEFF	125	1.0
0EEFF	126	0.22727272727272727
0EEFF	127	1.0
0EEFF	128	1.0
0EEFF	129	1.0
0EEFF	130	0.35714285714285715
0EEFF	131	1.85
0EEFF	132	0.3333333333333333
0EEFF	133	1.0
0EEFF	134	1.5769230769230769
0EEFF	135	0.2875
0EEFF	136	8.2
0EEFF	137	6.833333333333333
0EEFF	138	1.0
0EEFF	139	1.0
0EEFF	140	1.0
0EEFF	141	1.0
0EEFF	142	1.0
0EEFF	143	1.0
0EEFF	144	1.0
0EEFF	145	1.0
0EEFF	146	1.0
0EEFF	147	1.0
0EEFF	148	1.0
0EEFF	149	5.857142857142857
0EEFF	150	0.803921568627451
0EEFF	151	0.5921052631578947
0EEFF	152	13.666666666666666
0EEFF	153	7.4
0EEFF	154	2.0555555555555554
0EEFF	155	1.0
0EEFF	156	1.0
0EEFF	157	7.4
0EEFF	158	1.0
0EEFF	159	0.8
0EEFF	160	0.6
0EEFF	161	1.0
0EEFF	162	0.14285714285714285
0EEFF	163	0.25
0EEFF	164	0.5
0EEFF	165	0.029411764705882353
0EEFF	166	0.3333333333333333
0EEFF	167	0.023255813953488372
0EEFF	168	0.2653061224489796
0EEFF	169	0.30357142857142855
0EEFF	170	0.21
0EEFF	171	5.666666666666667
0EEFF	172	2.6
0EEFF	173	0.044444444444444446
0EEFF	174	1.0
0EEFF	175	1.0
0EEFF	176	2.0
0EEFF	177	1.25
0EEFF	178	1.0
0EEFF	179	0.125
0EEFF	180	1.0
0EEFF	181	7.25
0EEFF	182	0.4807692307692308
0EEFF	183	1.096774193548387
0EEFF	184	17.75
0EEFF	185	1.1851851851851851
0EEFF	186	0.43333333333333335
0EEFF	187	7.2
0EEFF	188	0.6944444444444444
0EEFF	189	0.23737373737373738
0EEFF	190	5.8
0EEFF	191	1.565217391304348
0EEFF	192	21.2
0EEFF	193	6.4
0EEFF	194	5.8
0EEFF	195	0.7317073170731707
0EEFF	196	0.2777777777777778
0EEFF	197	38.6
0EEFF	198	0.22082585278276481
0EEFF	199	140.4
0EEFF	200	0.15769944341372913
0EEFF	201	77.0
0EEFF	202	0.2898089171974522
0EEFF	203	127.8
0EEFF	204	2.3843416370106763
0EEFF	205	0.14849624060150377
0EEFF	206	2.1218905472636815
0EEFF	207	0.11683168316831684
0EEFF	208	70.8
0EEFF	209	0.15841584158415842
0EEFF	210	6.604395604395604
0EEFF	211	0.19525547445255476
0EEFF	212	3.863157894736842
0EEFF	213	43.6
0EEFF	214	0.75
0EEFF	215	0.0405982905982906
0EEFF	216	0.6380368098159509
0EEFF	217	1.672514619883041
0EEFF	218	0.03508771929824561
0EEFF	219	44.2
0EEFF	220	0.3333333333333333
0EEFF	221	16.857142857142858
0EEFF	222	54.285714285714285
0EEFF	223	15.142857142857142
0EEFF	224	56.857142857142854
0EEFF	225	16.142857142857142
0EEFF	226	22.571428571428573
0EEFF	227	30.714285714285715
0EEFF	228	20.428571428571427
0EEFF	229	0.25
0EEFF	230	0.8
0EEFF	231	0.08266129032258064
0EEFF	232	201.4
0EEFF	233	0.7
0EEFF	234	109.6
0EEFF	235	28.8
0EEFF	236	0.3333333333333333
0EEFF	237	34.857142857142854
0EEFF	238	33.57142857142857
0EEFF	239	78.85714285714286
0EEFF	240	10.428571428571429
0EEFF	241	28.0
0EEFF	242	42.285714285714285
0EEFF	243	46.57142857142857
0EEFF	244	27.571428571428573
0EEFF	245	24.428571428571427
0EEFF	246	23.285714285714285
0EEFF	247	15.0
0EEFF	248	10.857142857142858
0EEFF	249	0.25
0EEFF	250	1.5416666666666667
0EEFF	251	1.0
0EEFF	252	1.0
0EEFF	253	1.0
0EEFF	254	0.58125
0EEFF	255	0.31645569620253167
0EEFF	256	0.40805860805860805
0EEFF	257	0.8
0EEFF	258	1.0
0EEFF	259	1.0
0EEFF	260	0.09090909090909091
0EEFF	261	1.0
0EEFF	262	0.12195121951219512
0EEFF	263	0.11904761904761904
0EEFF	264	0.6
0EEFF	265	1.0
0EEFF	266	1.8
0EEFF	267	2.25
0EEFF	268	0.375
0EEFF	269	0.09615384615384616
0EEFF	270	0.08620689655172414
0EEFF	271	0.022058823529411766
0EEFF	272	0.06666666666666667
0EEFF	273	3.7142857142857144
0EEFF	274	0.08414239482200647
0EEFF	275	1.0
0EEFF	276	1.0
0EEFF	277	1.0
0EEFF	278	0.08947368421052632
0EEFF	279	2.2222222222222223
0EEFF	280	1.0
0EEFF	281	0.6
0EEFF	282	0.2
0EEFF	283	0.2
0EEFF	284	3.0
0EEFF	285	0.13793103448275862
0EEFF	286	0.10204081632653061
0EEFF	287	0.06382978723404255
0EEFF	288	0.08333333333333333
0EEFF	289	0.18518518518518517
0EEFF	290	0.15384615384615385
0EEFF	291	0.06428571428571428
0EEFF	292	0.08391608391608392
0EEFF	293	0.1761006289308176
0EEFF	294	0.12162162162162163
0EEFF	295	0.10273972602739725
0EEFF	296	0.057971014492753624
0EEFF	297	0.11486486486486487
0EEFF	298	0.043795620437956206
0EEFF	299	0.17197452229299362
0EEFF	300	0.12666666666666668
0EEFF	301	0.16129032258064516
0EEFF	302	0.05755395683453238
0EEFF	303	0.13245033112582782
0EEFF	304	0.24260355029585798
0EEFF	305	0.28
0EEFF	306	0.7391304347826086
0EEFF	307	0.7727272727272727
0EEFF	308	2.0952380952380953
0EEFF	309	1.0
0EEFF	310	1.4901960784313726
0EEFF	311	8.833333333333334
0EEFF	312	4.25
0EEFF	313	2.380952380952381
0EEFF	314	1.0
0EEFF	315	1.4313725490196079
0EEFF	316	8.833333333333334
0EEFF	317	4.25
0EEFF	318	2.380952380952381
0EEFF	319	1.0
0EEFF	320	1.5098039215686274
0EEFF	321	8.833333333333334
0EEFF	322	4.25
0EEFF	323	2.380952380952381
0EEFF	324	1.0
0EEFF	325	1.3529411764705883
0EEFF	326	8.833333333333334
0EEFF	327	4.25
0EEFF	328	10.25
0EEFF	329	3.4
0EEFF	330	1.0
0EEFF	331	1.0
0EEFF	332	0.24
0EEFF	333	1.0
0EEFF	334	0.0684931506849315
0EEFF	335	0.047619047619047616
0EEFF	336	0.13821138211382114
0EEFF	337	0.01639344262295082
0EEFF	338	0.3333333333333333
0EEFF	339	1.6363636363636365
0EEFF	340	1.0
0EEFF	341	0.10869565217391304
0EEFF	342	4.818181818181818
0EEFF	343	0.41379310344827586
0EEFF	344	15.466666666666667
0EEFF	345	1.0
0EEFF	346	1.0
0EEFF	347	1.0
0EEFF	348	2.1666666666666665
0EEFF	349	1.0
0EEFF	350	0.8
0EEFF	351	1.0
0EEFF	352	0.2
0EEFF	353	3.7142857142857144
0EEFF	354	1.0
0EEFF	355	1.0
0EEFF	356	1.0
0EEFF	357	13.142857142857142
0EEFF	358	1.0
0EEFF	359	1.0
0EEFF	360	1.0
0EEFF	361	8.857142857142858
0EEFF	362	1.0
0EEFF	363	1.0
0EEFF	364	1.0
0EEFF	365	8.857142857142858
0EEFF	366	1.0
0EEFF	367	1.0
0EEFF	368	1.0
0EEFF	369	8.571428571428571
0EEFF	370	1.0
0EEFF	371	1.0
0EEFF	372	1.0
0EEFF	373	8.714285714285714
0EEFF	374	1.0
0EEFF	375	1.0
0EEFF	376	1.0
0EEFF	377	21.666666666666668
0EEFF	378	1.8
0EEFF	379	0.2
0EEFF	380	1.0625
0EEFF	381	0.14285714285714285
0EEFF	382	1.0
0EEFF	383	0.2631578947368421
0EEFF	384	0.2236842105263158
0EEFF	385	0.23684210526315788
0EEFF	386	0.23684210526315788
0EEFF	387	0.2236842105263158
0EEFF	388	0.25
0EEFF	389	0.21052631578947367
0EEFF	390	0.18421052631578946
0EEFF	391	0.18421052631578946
0EEFF	392	0.17105263157894737
0EEFF	393	0.19736842105263158
0EEFF	394	0.19736842105263158
0EEFF	395	0.23684210526315788
0EEFF	396	0.2236842105263158
0EEFF	397	0.23684210526315788
0EEFF	398	0.23684210526315788
0EEFF	399	0.2236842105263158
0EEFF	400	0.25
0EEFF	401	0.21052631578947367
0EEFF	402	0.18421052631578946
0EEFF	403	0.18421052631578946
0EEFF	404	0.17105263157894737
0EEFF	405	0.19736842105263158
0EEFF	406	0.19736842105263158
0EEFF	407	0.23684210526315788
0EEFF	408	0.2236842105263158
0EEFF	409	0.23684210526315788
0EEFF	410	0.23684210526315788
0EEFF	411	0.2236842105263158
0EEFF	412	0.25
0EEFF	413	0.21052631578947367
0EEFF	414	0.18421052631578946
0EEFF	415	0.18421052631578946
0EEFF	416	0.17105263157894737
0EEFF	417	0.19736842105263158
0EEFF	418	0.19736842105263158
0EEFF	419	0.23684210526315788
0EEFF	420	0.2236842105263158
0EEFF	421	0.23684210526315788
0EEFF	422	0.23684210526315788
0EEFF	423	0.2236842105263158
0EEFF	424	0.25
0EEFF	425	0.21052631578947367
0EEFF	426	0.18421052631578946
0EEFF	427	0.18421052631578946
0EEFF	428	0.17105263157894737
0EEFF	429	0.19736842105263158
0EEFF	430	0.19736842105263158
0EEFF	431	0.23684210526315788
0EEFF	432	0.2236842105263158
0EEFF	433	0.23684210526315788
0EEFF	434	0.23684210526315788
0EEFF	435	0.2236842105263158
0EEFF	436	0.25
0EEFF	437	0.21052631578947367
0EEFF	438	0.18421052631578946
0EEFF	439	0.18421052631578946
0EEFF	440	0.17105263157894737
0EEFF	441	0.19736842105263158
0EEFF	442	0.19736842105263158
0EEFF	443	0.23684210526315788
0EEFF	444	0.2236842105263158
0EEFF	445	0.23684210526315788
0EEFF	446	0.23684210526315788
0EEFF	447	0.2236842105263158
0EEFF	448	0.25
0EEFF	449	0.21052631578947367
0EEFF	450	0.18421052631578946
0EEFF	451	0.18421052631578946
0EEFF	452	0.17105263157894737
0EEFF	453	0.19736842105263158
0EEFF	454	0.19736842105263158
0EEFF	455	0.23684210526315788
0EEFF	456	0.2236842105263158
0EEFF	457	0.23684210526315788
0EEFF	458	0.23684210526315788
0EEFF	459	0.2236842105263158
0EEFF	460	0.25
0EEFF	461	0.21052631578947367
0EEFF	462	0.18421052631578946
0EEFF	463	0.18421052631578946
0EEFF	464	0.17105263157894737
0EEFF	465	0.75
0EEFF	466	1.0
0EEFF	467	0.6
0EEFF	468	0.4
0EEFF	469	0.25
0EEFF	470	0.25
0EEFF	471	0.14285714285714285
0EEFF	472	0.2
0EEFF	473	0.125
0EEFF	474	1.0
0EEFF	475	0.1875
0EEFF	476	0.05263157894736842
0EEFF	477	0.3424657534246575
0EEFF	478	1.6666666666666667
0EEFF	479	0.375
0EEFF	480	0.4225352112676056
0EEFF	481	0.2361111111111111
0EEFF	482	1.0
0EEFF	483	0.6756756756756757
0EEFF	484	0.75
0EEFF	485	1.25
0EEFF	486	0.2631578947368421
0EEFF	487	6.714285714285714
0EEFF	488	3.7142857142857144
0EEFF	489	8.25
